Year,Lag1,Lag2,Lag3,Lag4,Lag5,Direction
1990,1.508,-0.284,1.716,2.26,-0.637,Down
1990,-0.913,1.508,-0.284,1.716,2.26,Down
1991,-2.349,-0.913,1.508,-0.284,1.716,Down
1991,-1.798,-2.349,-0.913,1.508,-0.284,Up
1991,5.393,-1.798,-2.349,-0.913,1.508,Up
1991,1.156,5.393,-1.798,-2.349,-0.913,Up
1991,2.077,1.156,5.393,-1.798,-2.349,Up
1991,4.751,2.077,1.156,5.393,-1.798,Up
1991,2.702,4.751,2.077,1.156,5.393,Down
1991,-0.924,2.702,4.751,2.077,1.156,Up
1991,1.318,-0.924,2.702,4.751,2.077,Up
1991,1.209,1.318,-0.924,2.702,4.751,Down
1991,-0.363,1.209,1.318,-0.924,2.702,Down
1991,-1.635,-0.363,1.209,1.318,-0.924,Up
1991,2.106,-1.635,-0.363,1.209,1.318,Up
1991,0.037,2.106,-1.635,-0.363,1.209,Up
1991,1.343,0.037,2.106,-1.635,-0.363,Up
1991,0.999,1.343,0.037,2.106,-1.635,Down
1991,-1.348,0.999,1.343,0.037,2.106,Up
1991,0.47,-1.348,0.999,1.343,0.037,Down
1991,-1.329,0.47,-1.348,0.999,1.343,Down
1991,-0.892,-1.329,0.47,-1.348,0.999,Up
1991,1.37,-0.892,-1.329,0.47,-1.348,Up
1991,3.269,1.37,-0.892,-1.329,0.47,Down
1991,-2.668,3.269,1.37,-0.892,-1.329,Up
1991,0.754,-2.668,3.269,1.37,-0.892,Down
1991,-1.188,0.754,-2.668,3.269,1.37,Down
1991,-1.745,-1.188,0.754,-2.668,3.269,Up
1991,0.787,-1.745,-1.188,0.754,-2.668,Up
1991,1.649,0.787,-1.745,-1.188,0.754,Up
1991,1.044,1.649,0.787,-1.745,-1.188,Down
1991,-0.856,1.044,1.649,0.787,-1.745,Up
1991,1.641,-0.856,1.044,1.649,0.787,Down
1991,-0.015,1.641,-0.856,1.044,1.649,Down
1991,-0.398,-0.015,1.641,-0.856,1.044,Up
1991,2.228,-0.398,-0.015,1.641,-0.856,Up
1991,0.32,2.228,-0.398,-0.015,1.641,Down
1991,-1.601,0.32,2.228,-0.398,-0.015,Down
1991,-1.416,-1.601,0.32,2.228,-0.398,Up
1991,1.129,-1.416,-1.601,0.32,2.228,Down
1991,-0.521,1.129,-1.416,-1.601,0.32,Down
1991,-1.205,-0.521,1.129,-1.416,-1.601,Up
1991,0.052,-1.205,-0.521,1.129,-1.416,Up
1991,2.897,0.052,-1.205,-0.521,1.129,Down
1991,-2.115,2.897,0.052,-1.205,-0.521,Up
1991,1.853,-2.115,2.897,0.052,-1.205,Up
1991,0.401,1.853,-2.115,2.897,0.052,Down
1991,-2.614,0.401,1.853,-2.115,2.897,Down
1991,-1.694,-2.614,0.401,1.853,-2.115,Down
1991,-0.245,-1.694,-2.614,0.401,1.853,Up
1991,1.034,-0.245,-1.694,-2.614,0.401,Up
1991,1.417,1.034,-0.245,-1.694,-2.614,Up
1991,0.668,1.417,1.034,-0.245,-1.694,Up
1991,5.018,0.668,1.417,1.034,-0.245,Up
1992,3.169,5.018,0.668,1.417,1.034,Down
1992,-1.011,3.169,5.018,0.668,1.417,Up
1992,0.906,-1.011,3.169,5.018,0.668,Down
1992,-0.807,0.906,-1.011,3.169,5.018,Down
1992,-1.613,-0.807,0.906,-1.011,3.169,Up
1992,0.565,-1.613,-0.807,0.906,-1.011,Up
1992,0.338,0.565,-1.613,-0.807,0.906,Down
1992,-0.255,0.338,0.565,-1.613,-0.807,Up
1992,0.309,-0.255,0.338,0.565,-1.613,Down
1992,-2.001,0.309,-0.255,0.338,0.565,Up
1992,0.346,-2.001,0.309,-0.255,0.338,Up
1992,1.345,0.346,-2.001,0.309,-0.255,Down
1992,-1.896,1.345,0.346,-2.001,0.309,Down
1992,-0.483,-1.896,1.345,0.346,-2.001,Up
1992,0.682,-0.483,-1.896,1.345,0.346,Up
1992,2.906,0.682,-0.483,-1.896,1.345,Down
1992,-1.687,2.906,0.682,-0.483,-1.896,Up
1992,0.858,-1.687,2.906,0.682,-0.483,Up
1992,0.853,0.858,-1.687,2.906,0.682,Down
1992,-1.433,0.853,0.858,-1.687,2.906,Up
1992,0.958,-1.433,0.853,0.858,-1.687,Up
1992,0.321,0.958,-1.433,0.853,0.858,Down
1992,-0.45,0.321,0.958,-1.433,0.853,Down
1992,-0.9,-0.45,0.321,0.958,-1.433,Down
1992,-1.486,-0.9,-0.45,0.321,0.958,Down
1992,-0.054,-1.486,-0.9,-0.45,0.321,Up
1992,2.062,-0.054,-1.486,-0.9,-0.45,Up
1992,0.692,2.062,-0.054,-1.486,-0.9,Up
1992,0.241,0.692,2.062,-0.054,-1.486,Down
1992,-0.967,0.241,0.692,2.062,-0.054,Up
1992,3.064,-0.967,0.241,0.692,2.062,Down
1992,-1.256,3.064,-0.967,0.241,0.692,Up
1992,0.246,-1.256,3.064,-0.967,0.241,Down
1992,-1.205,0.246,-1.256,3.064,-0.967,Down
1992,-0.002,-1.205,0.246,-1.256,3.064,Up
1992,0.54,-0.002,-1.205,0.246,-1.256,Up
1992,0.599,0.54,-0.002,-1.205,0.246,Up
1992,0.798,0.599,0.54,-0.002,-1.205,Down
1992,-2.029,0.798,0.599,0.54,-0.002,Down
1992,-0.936,-2.029,0.798,0.599,0.54,Down
1992,-1.903,-0.936,-2.029,0.798,0.599,Up
1992,2.253,-1.903,-0.936,-2.029,0.798,Up
1992,0.576,2.253,-1.903,-0.936,-2.029,Up
1992,1.106,0.576,2.253,-1.903,-0.936,Down
1992,-0.263,1.106,0.576,2.253,-1.903,Up
1992,1.161,-0.263,1.106,0.576,2.253,Up
1992,0.999,1.161,-0.263,1.106,0.576,Up
1992,0.823,0.999,1.161,-0.263,1.106,Up
1992,0.442,0.823,0.999,1.161,-0.263,Up
1992,0.387,0.442,0.823,0.999,1.161,Up
1992,1.741,0.387,0.442,0.823,0.999,Down
1992,-0.342,1.741,0.387,0.442,0.823,Down
1993,-0.923,-0.342,1.741,0.387,0.442,Down
1993,-1.529,-0.923,-0.342,1.741,0.387,Up
1993,1.888,-1.529,-0.923,-0.342,1.741,Down
1993,-0.238,1.888,-1.529,-0.923,-0.342,Up
1993,0.612,-0.238,1.888,-1.529,-0.923,Up
1993,2.313,0.612,-0.238,1.888,-1.529,Down
1993,-0.969,2.313,0.612,-0.238,1.888,Down
1993,-2.33,-0.969,2.313,0.612,-0.238,Up
1993,2.11,-2.33,-0.969,2.313,0.612,Up
1993,0.616,2.11,-2.33,-0.969,2.313,Up
1993,0.834,0.616,2.11,-2.33,-0.969,Up
1993,0.078,0.834,0.616,2.11,-2.33,Down
1993,-0.533,0.078,0.834,0.616,2.11,Down
1993,-1.427,-0.533,0.078,0.834,0.616,Up
1993,0.102,-1.427,-0.533,0.078,0.834,Up
1993,1.607,0.102,-1.427,-0.533,0.078,Down
1993,-2.653,1.607,0.102,-1.427,-0.533,Up
1993,0.723,-2.653,1.607,0.102,-1.427,Up
1993,0.482,0.723,-2.653,1.607,0.102,Down
1993,-0.622,0.482,0.723,-2.653,1.607,Up
1993,1.429,-0.622,0.482,0.723,-2.653,Up
1993,0.976,1.429,-0.622,0.482,0.723,Down
1993,-0.029,0.976,1.429,-0.622,0.482,Down
1993,-0.622,-0.029,0.976,1.429,-0.622,Down
1993,-0.8,-0.622,-0.029,0.976,1.429,Up
1993,0.884,-0.8,-0.622,-0.029,0.976,Down
1993,-0.393,0.884,-0.8,-0.622,-0.029,Up
1993,0.509,-0.393,0.884,-0.8,-0.622,Down
1993,-0.527,0.509,-0.393,0.884,-0.8,Up
1993,0.303,-0.527,0.509,-0.393,0.884,Up
1993,0.23,0.303,-0.527,0.509,-0.393,Up
1993,0.123,0.23,0.303,-0.527,0.509,Up
1993,0.325,0.123,0.23,0.303,-0.527,Up
1993,1.337,0.325,0.123,0.23,0.303,Up
1993,0.96,1.337,0.325,0.123,0.23,Up
1993,0.174,0.96,1.337,0.325,0.123,Up
1993,0.082,0.174,0.96,1.337,0.325,Down
1993,-0.626,0.082,0.174,0.96,1.337,Down
1993,-0.262,-0.626,0.082,0.174,0.96,Up
1993,0.798,-0.262,-0.626,0.082,0.174,Down
1993,-0.21,0.798,-0.262,-0.626,0.082,Up
1993,1.996,-0.21,0.798,-0.262,-0.626,Down
1993,-1.327,1.996,-0.21,0.798,-0.262,Up
1993,0.984,-1.327,1.996,-0.21,0.798,Down
1993,-1.766,0.984,-1.327,1.996,-0.21,Up
1993,1.266,-1.766,0.984,-1.327,1.996,Down
1993,-0.599,1.266,-1.766,0.984,-1.327,Up
1993,0.099,-0.599,1.266,-1.766,0.984,Up
1993,0.395,0.099,-0.599,1.266,-1.766,Down
1993,-0.207,0.395,0.099,-0.599,1.266,Up
1993,0.528,-0.207,0.395,0.099,-0.599,Up
1993,0.214,0.528,-0.207,0.395,0.099,Down
1994,-0.199,0.214,0.528,-0.207,0.395,Up
1994,0.74,-0.199,0.214,0.528,-0.207,Up
1994,1.066,0.74,-0.199,0.214,0.528,Down
1994,-0.04,1.066,0.74,-0.199,0.214,Up
1994,0.838,-0.04,1.066,0.74,-0.199,Down
1994,-1.857,0.838,-0.04,1.066,0.74,Up
1994,0.079,-1.857,0.838,-0.04,1.066,Down
1994,-0.53,0.079,-1.857,0.838,-0.04,Down
1994,-0.346,-0.53,0.079,-1.857,0.838,Down
1994,-0.285,-0.346,-0.53,0.079,-1.857,Up
1994,0.366,-0.285,-0.346,-0.53,0.079,Up
1994,0.99,0.366,-0.285,-0.346,-0.53,Down
1994,-2.225,0.99,0.366,-0.285,-0.346,Down
1994,-3.216,-2.225,0.99,0.366,-0.285,Up
1994,0.298,-3.216,-2.225,0.99,0.366,Down
1994,-0.206,0.298,-3.216,-2.225,0.99,Up
1994,0.325,-0.206,0.298,-3.216,-2.225,Up
1994,0.733,0.325,-0.206,0.298,-3.216,Down
1994,-0.685,0.733,0.325,-0.206,0.298,Down
1994,-0.822,-0.685,0.733,0.325,-0.206,Up
1994,2.427,-0.822,-0.685,0.733,0.325,Up
1994,0.53,2.427,-0.822,-0.685,0.733,Up
1994,0.612,0.53,2.427,-0.822,-0.685,Down
1994,-0.317,0.612,0.53,2.427,-0.822,Down
1994,-0.048,-0.317,0.612,0.53,2.427,Down
1994,-3.414,-0.048,-0.317,0.612,0.53,Up
1994,0.768,-3.414,-0.048,-0.317,0.612,Up
1994,0.751,0.768,-3.414,-0.048,-0.317,Up
1994,1.025,0.751,0.768,-3.414,-0.048,Down
1994,-0.231,1.025,0.751,0.768,-3.414,Up
1994,1.137,-0.231,1.025,0.751,0.768,Down
1994,-0.255,1.137,-0.231,1.025,0.751,Up
1994,1.061,-0.255,1.137,-0.231,1.025,Up
1994,0.377,1.061,-0.255,1.137,-0.231,Up
1994,2.183,0.377,1.061,-0.255,1.137,Down
1994,-0.593,2.183,0.377,1.061,-0.255,Down
1994,-0.597,-0.593,2.183,0.377,1.061,Up
1994,0.643,-0.597,-0.593,2.183,0.377,Down
1994,-2.445,0.643,-0.597,-0.593,2.183,Up
1994,0.661,-2.445,0.643,-0.597,-0.593,Down
1994,-1.645,0.661,-2.445,0.643,-0.597,Up
1994,3.076,-1.645,0.661,-2.445,0.643,Down
1994,-0.897,3.076,-1.645,0.661,-2.445,Up
1994,1.91,-0.897,3.076,-1.645,0.661,Down
1994,-2.425,1.91,-0.897,3.076,-1.645,Up
1994,0.015,-2.425,1.91,-0.897,3.076,Down
1994,-0.19,0.015,-2.425,1.91,-0.897,Down
1994,-1.989,-0.19,0.015,-2.425,1.91,Up
1994,0.223,-1.989,-0.19,0.015,-2.425,Down
1994,-1.399,0.223,-1.989,-0.19,0.015,Up
1994,2.649,-1.399,0.223,-1.989,-0.19,Up
1994,0.224,2.649,-1.399,0.223,-1.989,Down
1995,-0.122,0.224,2.649,-1.399,0.223,Up
1995,0.307,-0.122,0.224,2.649,-1.399,Up
1995,1.148,0.307,-0.122,0.224,2.649,Down
1995,-0.255,1.148,0.307,-0.122,0.224,Up
1995,1.207,-0.255,1.148,0.307,-0.122,Up
1995,1.756,1.207,-0.255,1.148,0.307,Up
1995,0.587,1.756,1.207,-0.255,1.148,Up
1995,0.106,0.587,1.756,1.207,-0.255,Up
1995,1.274,0.106,0.587,1.756,1.207,Down
1995,-0.551,1.274,0.106,0.587,1.756,Up
1995,0.855,-0.551,1.274,0.106,0.587,Up
1995,1.215,0.855,-0.551,1.274,0.106,Up
1995,1.1,1.215,0.855,-0.551,1.274,Down
1995,-0.052,1.1,1.215,0.855,-0.551,Up
1995,1.14,-0.052,1.1,1.215,0.855,Up
1995,0.555,1.14,-0.052,1.1,1.215,Down
1995,-0.145,0.555,1.14,-0.052,1.1,Up
1995,1.223,-0.145,0.555,1.14,-0.052,Up
1995,1.051,1.223,-0.145,0.555,1.14,Up
1995,1.044,1.051,1.223,-0.145,0.555,Down
1995,-1.21,1.044,1.051,1.223,-0.145,Up
1995,0.859,-1.21,1.044,1.051,1.223,Up
1995,1.692,0.859,-1.21,1.044,1.051,Down
1995,-0.858,1.692,0.859,-1.21,1.044,Up
1995,2.252,-0.858,1.692,0.859,-1.21,Up
1995,1.83,2.252,-0.858,1.692,0.859,Down
1995,-0.902,1.83,2.252,-0.858,1.692,Up
1995,2.133,-0.902,1.83,2.252,-0.858,Up
1995,0.633,2.133,-0.902,1.83,2.252,Down
1995,-1.12,0.633,2.133,-0.902,1.83,Up
1995,1.682,-1.12,0.633,2.133,-0.902,Down
1995,-0.709,1.682,-1.12,0.633,2.133,Down
1995,-0.685,-0.709,1.682,-1.12,0.633,Up
1995,0.739,-0.685,-0.709,1.682,-1.12,Up
1995,0.159,0.739,-0.685,-0.709,1.682,Up
1995,0.668,0.159,0.739,-0.685,-0.709,Up
1995,1.568,0.668,0.159,0.739,-0.685,Up
1995,1.863,1.568,0.668,0.159,0.739,Down
1995,-0.278,1.863,1.568,0.668,0.159,Up
1995,0.461,-0.278,1.863,1.568,0.668,Down
1995,-0.329,0.461,-0.278,1.863,1.568,Up
1995,0.345,-0.329,0.461,-0.278,1.863,Up
1995,0.506,0.345,-0.329,0.461,-0.278,Down
1995,-1.321,0.506,0.345,-0.329,0.461,Up
1995,1.875,-1.321,0.506,0.345,-0.329,Up
1995,0.364,1.875,-1.321,0.506,0.345,Up
1995,1.24,0.364,1.875,-1.321,0.506,Down
1995,-0.017,1.24,0.364,1.875,-1.321,Up
1995,1.168,-0.017,1.24,0.364,1.875,Up
1995,1.73,1.168,-0.017,1.24,0.364,Down
1995,-0.185,1.73,1.168,-0.017,1.24,Down
1995,-0.712,-0.185,1.73,1.168,-0.017,Up
1996,0.65,-0.712,-0.185,1.73,1.168,Up
1996,0.127,0.65,-0.712,-0.185,1.73,Down
1996,-2.416,0.127,0.65,-0.712,-0.185,Up
1996,1.665,-2.416,0.127,0.65,-0.712,Up
1996,1.6,1.665,-2.416,0.127,0.65,Up
1996,2.288,1.6,1.665,-2.416,0.127,Up
1996,3.229,2.288,1.6,1.665,-2.416,Down
1996,-1.278,3.229,2.288,1.6,1.665,Up
1996,1.713,-1.278,3.229,2.288,1.6,Down
1996,-2.232,1.713,-1.278,3.229,2.288,Down
1996,-1.687,-2.232,1.713,-1.278,3.229,Up
1996,1.252,-1.687,-2.232,1.713,-1.278,Up
1996,1.433,1.252,-1.687,-2.232,1.713,Down
1996,-0.787,1.433,1.252,-1.687,-2.232,Up
1996,1.605,-0.787,1.433,1.252,-1.687,Down
1996,-2.92,1.605,-0.787,1.433,1.252,Up
1996,1.313,-2.92,1.605,-0.787,1.433,Up
1996,1.301,1.313,-2.92,1.605,-0.787,Down
1996,-1.81,1.301,1.313,-2.92,1.605,Up
1996,1.63,-1.81,1.301,1.313,-2.92,Up
1996,2.579,1.63,-1.81,1.301,1.313,Up
1996,1.435,2.579,1.63,-1.81,1.301,Down
1996,-1.384,1.435,2.579,1.63,-1.81,Up
1996,0.626,-1.384,1.435,2.579,1.63,Down
1996,-1.108,0.626,-1.384,1.435,2.579,Up
1996,0.149,-1.108,0.626,-1.384,1.435,Up
1996,0.568,0.149,-1.108,0.626,-1.384,Down
1996,-1.967,0.568,0.149,-1.108,0.626,Down
1996,-1.711,-1.967,0.568,0.149,-1.108,Down
1996,-1.154,-1.711,-1.967,0.568,0.149,Down
1996,-0.443,-1.154,-1.711,-1.967,0.568,Up
1996,4.181,-0.443,-1.154,-1.711,-1.967,Down
1996,-0.059,4.181,-0.443,-1.154,-1.711,Up
1996,0.47,-0.059,4.181,-0.443,-1.154,Up
1996,0.274,0.47,-0.059,4.181,-0.443,Down
1996,-2.255,0.274,0.47,-0.059,4.181,Up
1996,0.566,-2.255,0.274,0.47,-0.059,Up
1996,3.791,0.566,-2.255,0.274,0.47,Up
1996,0.954,3.791,0.566,-2.255,0.274,Down
1996,-0.122,0.954,3.791,0.566,-2.255,Up
1996,2.225,-0.122,0.954,3.791,0.566,Down
1996,-0.114,2.225,-0.122,0.954,3.791,Up
1996,1.45,-0.114,2.225,-0.122,0.954,Down
1996,-1.393,1.45,-0.114,2.225,-0.122,Up
1996,0.407,-1.393,1.45,-0.114,2.225,Up
1996,3.844,0.407,-1.393,1.45,-0.114,Up
1996,0.93,3.844,0.407,-1.393,1.45,Up
1996,1.506,0.93,3.844,0.407,-1.393,Up
1996,1.107,1.506,0.93,3.844,0.407,Down
1996,-2.301,1.107,1.506,0.93,3.844,Down
1996,-1.482,-2.301,1.107,1.506,0.93,Up
1996,2.776,-1.482,-2.301,1.107,1.506,Up
1996,1.058,2.776,-1.482,-2.301,1.107,Down
1997,-1.158,1.058,2.776,-1.482,-2.301,Up
1997,1.533,-1.158,1.058,2.776,-1.482,Up
1997,2.195,1.533,-1.158,1.058,2.776,Down
1997,-0.728,2.195,1.533,-1.158,1.058,Up
1997,2.03,-0.728,2.195,1.533,-1.158,Up
1997,0.432,2.03,-0.728,2.195,1.533,Up
1997,2.396,0.432,2.03,-0.728,2.195,Down
1997,-0.83,2.396,0.432,2.03,-0.728,Down
1997,-1.366,-0.83,2.396,0.432,2.03,Up
1997,1.789,-1.366,-0.83,2.396,0.432,Down
1997,-1.466,1.789,-1.366,-0.83,2.396,Down
1997,-1.144,-1.466,1.789,-1.366,-0.83,Down
1997,-1.303,-1.144,-1.466,1.789,-1.366,Down
1997,-2.065,-1.303,-1.144,-1.466,1.789,Down
1997,-2.672,-2.065,-1.303,-1.144,-1.466,Up
1997,3.889,-2.672,-2.065,-1.303,-1.144,Down
1997,-0.127,3.889,-2.672,-2.065,-1.303,Up
1997,6.219,-0.127,3.889,-2.672,-2.065,Up
1997,1.453,6.219,-0.127,3.889,-2.672,Up
1997,0.603,1.453,6.219,-0.127,3.889,Up
1997,2.083,0.603,1.453,6.219,-0.127,Up
1997,0.148,2.083,0.603,1.453,6.219,Up
1997,1.147,0.148,2.083,0.603,1.453,Up
1997,4.11,1.147,0.148,2.083,0.603,Up
1997,0.608,4.11,1.147,0.148,2.083,Down
1997,-1.268,0.608,4.11,1.147,0.148,Up
1997,3.338,-1.268,0.608,4.11,1.147,Down
1997,-0.026,3.338,-1.268,0.608,4.11,Down
1997,-0.151,-0.026,3.338,-1.268,0.608,Up
1997,2.566,-0.151,-0.026,3.338,-1.268,Up
1997,0.889,2.566,-0.151,-0.026,3.338,Down
1997,-1.436,0.889,2.566,-0.151,-0.026,Down
1997,-3.506,-1.436,0.889,2.566,-0.151,Up
1997,2.523,-3.506,-1.436,0.889,2.566,Down
1997,-2.606,2.523,-3.506,-1.436,0.889,Up
1997,3.289,-2.606,2.523,-3.506,-1.436,Down
1997,-0.553,3.289,-2.606,2.523,-3.506,Up
1997,2.879,-0.553,3.289,-2.606,2.523,Down
1997,-0.557,2.879,-0.553,3.289,-2.606,Up
1997,2.096,-0.557,2.879,-0.553,3.289,Up
1997,0.202,2.096,-0.557,2.879,-0.553,Down
1997,-2.36,0.202,2.096,-0.557,2.879,Down
1997,-0.267,-2.36,0.202,2.096,-0.557,Down
1997,-2.869,-0.267,-2.36,0.202,2.096,Up
1997,1.409,-2.869,-0.267,-2.36,0.202,Up
1997,0.091,1.409,-2.869,-0.267,-2.36,Up
1997,3.742,0.091,1.409,-2.869,-0.267,Down
1997,-0.798,3.742,0.091,1.409,-2.869,Up
1997,2.972,-0.798,3.742,0.091,1.409,Down
1997,-3.09,2.972,-0.798,3.742,0.091,Down
1997,-0.693,-3.09,2.972,-0.798,3.742,Down
1997,-1.09,-0.693,-3.09,2.972,-0.798,Up
1998,4.12,-1.09,-0.693,-3.09,2.972,Down
1998,-4.856,4.12,-1.09,-0.693,-3.09,Up
1998,3.646,-4.856,4.12,-1.09,-0.693,Down
1998,-0.408,3.646,-4.856,4.12,-1.09,Up
1998,2.369,-0.408,3.646,-4.856,4.12,Up
1998,3.283,2.369,-0.408,3.646,-4.856,Up
1998,0.754,3.283,2.369,-0.408,3.646,Up
1998,1.384,0.754,3.283,2.369,-0.408,Up
1998,1.463,1.384,0.754,3.283,2.369,Up
1998,0.605,1.463,1.384,0.754,3.283,Up
1998,1.224,0.605,1.463,1.384,0.754,Up
1998,2.859,1.224,0.605,1.463,1.384,Down
1998,-0.338,2.859,1.224,0.605,1.463,Up
1998,2.488,-0.338,2.859,1.224,0.605,Down
1998,-1.072,2.488,-0.338,2.859,1.224,Up
1998,1.085,-1.072,2.488,-0.338,2.859,Down
1998,-1.32,1.085,-1.072,2.488,-0.338,Up
1998,1.182,-1.32,1.085,-1.072,2.488,Down
1998,-1.147,1.182,-1.32,1.085,-1.072,Up
1998,0.053,-1.147,1.182,-1.32,1.085,Up
1998,0.157,0.053,-1.147,1.182,-1.32,Down
1998,-1.77,0.157,0.053,-1.147,1.182,Up
1998,2.112,-1.77,0.157,0.053,-1.147,Down
1998,-1.348,2.112,-1.77,0.157,0.053,Up
1998,0.165,-1.348,2.112,-1.77,0.157,Up
1998,2.957,0.165,-1.348,2.112,-1.77,Up
1998,1.167,2.957,0.165,-1.348,2.112,Up
1998,1.562,1.167,2.957,0.165,-1.348,Up
1998,1.926,1.562,1.167,2.957,0.165,Down
1998,-3.872,1.926,1.562,1.167,2.957,Down
1998,-1.765,-3.872,1.926,1.562,1.167,Down
1998,-2.786,-1.765,-3.872,1.926,1.562,Down
1998,-2.451,-2.786,-1.765,-3.872,1.926,Up
1998,1.74,-2.451,-2.786,-1.765,-3.872,Down
1998,-5.004,1.74,-2.451,-2.786,-1.765,Down
1998,-5.184,-5.004,1.74,-2.451,-2.786,Up
1998,3.611,-5.184,-5.004,1.74,-2.451,Up
1998,1.093,3.611,-5.184,-5.004,1.74,Up
1998,2.417,1.093,3.611,-5.184,-5.004,Down
1998,-4.034,2.417,1.093,3.611,-5.184,Down
1998,-1.816,-4.034,2.417,1.093,3.611,Up
1998,7.317,-1.816,-4.034,2.417,1.093,Up
1998,1.349,7.317,-1.816,-4.034,2.417,Up
1998,2.615,1.349,7.317,-1.816,-4.034,Up
1998,3.854,2.615,1.349,7.317,-1.816,Down
1998,-1.34,3.854,2.615,1.349,7.317,Up
1998,3.361,-1.34,3.854,2.615,1.349,Up
1998,2.473,3.361,-1.34,3.854,2.615,Down
1998,-1.308,2.473,3.361,-1.34,3.854,Down
1998,-0.874,-1.308,2.473,3.361,-1.34,Up
1998,1.849,-0.874,-1.308,2.473,3.361,Up
1998,3.219,1.849,-0.874,-1.308,2.473,Up
1999,0.241,3.219,1.849,-0.874,-1.308,Up
1999,3.731,0.241,3.219,1.849,-0.874,Down
1999,-2.496,3.731,0.241,3.219,1.849,Down
1999,-1.453,-2.496,3.731,0.241,3.219,Up
1999,4.444,-1.453,-2.496,3.731,0.241,Down
1999,-3.145,4.444,-1.453,-2.496,3.731,Down
1999,-0.748,-3.145,4.444,-1.453,-2.496,Up
1999,0.739,-0.748,-3.145,4.444,-1.453,Down
1999,-0.072,0.739,-0.748,-3.145,4.444,Up
1999,2.999,-0.072,0.739,-0.748,-3.145,Up
1999,1.499,2.999,-0.072,0.739,-0.748,Up
1999,0.363,1.499,2.999,-0.072,0.739,Down
1999,-1.269,0.363,1.499,2.999,-0.072,Up
1999,0.851,-1.269,0.363,1.499,2.999,Up
1999,4.223,0.851,-1.269,0.363,1.499,Down
1999,-2.177,4.223,0.851,-1.269,0.363,Up
1999,2.87,-2.177,4.223,0.851,-1.269,Down
1999,-1.597,2.87,-2.177,4.223,0.851,Up
1999,0.735,-1.597,2.87,-2.177,4.223,Down
1999,-0.535,0.735,-1.597,2.87,-2.177,Down
1999,-0.561,-0.535,0.735,-1.597,2.87,Down
1999,-2.139,-0.561,-0.535,0.735,-1.597,Up
1999,1.99,-2.139,-0.561,-0.535,0.735,Down
1999,-2.569,1.99,-2.139,-0.561,-0.535,Up
1999,3.803,-2.569,1.99,-2.139,-0.561,Down
1999,-2.05,3.803,-2.569,1.99,-2.139,Up
1999,5.771,-2.05,3.803,-2.569,1.99,Up
1999,0.867,5.771,-2.05,3.803,-2.569,Up
1999,1.105,0.867,5.771,-2.05,3.803,Down
1999,-4.359,1.105,0.867,5.771,-2.05,Down
1999,-2.08,-4.359,1.105,0.867,5.771,Down
